Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Diamond Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Nitre Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pearlescent Coralium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Liquified Coralium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid lava
appliedenergistics2:item.ItemFacade:0, Cable Facade - §bEthaxium
appliedenergistics2:item.ItemFacade:0, Cable Facade - §bEthaxium Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - §bChiseled Ethaxium Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - §bEthaxium Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - §bEthaxium Brick Doubleslab
appliedenergistics2:item.ItemFacade:0, Cable Facade - §bBlock of Ethaxium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Omothol Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - §4Dark Ethaxium Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - §4Chiseled Dark Ethaxium Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - §4Dark Ethaxium Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - §4Dark Ethaxium Brick Doubleslab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shoggoth Ooze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Monolith Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Greatwood Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silverwood Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Block Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Brick Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Small Brick Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Pillar Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enchanting Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ensorcelled Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Memory Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Runed Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Runed Obsidian (Rock)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Runed Obsidian (Sea)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Runed Obsidian (Crystal)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Runed Obsidian (Light)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Runed Obsidian (Soul)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Runed Obsidian (Celerity)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Runed Obsidian (Zombie)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Runed Obsidian (Blaze)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Runed Obsidian (Ghast)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Runed Obsidian (Skull)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Runed Obsidian (Slime)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Runed Obsidian (Bat)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Runed Obsidian (Wisp)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ferrous Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shiny Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mana Infused Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ferrous Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shiny Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mana Infused Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Invar Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Signalum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lumium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enderium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellorite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellorium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyanite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graphite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blutonium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ludicrite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eucalyptus Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sakura Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ghostwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hopseed Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Bark
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Root
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eucalyptus Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sakura Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ghostwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hopseed Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Maple Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silverbell Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amaranth Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tigerwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Darkwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusewood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Heat Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Darkwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusewood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obelisk
appliedenergistics2:item.ItemFacade:0, Cable Facade - Maple Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silverbell Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amaranth Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tiger Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Topiary Grass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bluegrass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Autumnal Grass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quicksand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dried Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Siltstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Siltstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Shale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ash Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Flesh
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ash Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Ice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mud Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Loamy Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coarse Loamy Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandy Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coarse Sandy Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silty Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coarse Silty Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sacred Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ethereal Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magic Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mangrove Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dead Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Giant Flower Stem
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hellbark Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jacaranda Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Biome Essence Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Celestial Crystal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Amethyst Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Amethyst
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ruby Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Ruby
appliedenergistics2:item.ItemFacade:0, Cable Facade - Peridot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Peridot
appliedenergistics2:item.ItemFacade:0, Cable Facade - Topaz Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Topaz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tanzanite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tanzanite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Malachite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Malachite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sapphire Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Sapphire
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amber Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Amber
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crag Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Honeycomb Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hive Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Empty Honeycomb Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Filled Honeycomb Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sacred Oak Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ethereal Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magic Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mangrove Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bamboo Thatching
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hellbark Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jacaranda Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sacred Oak Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ethereal Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magic Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mangrove Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hellbark Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jacaranda Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mud Bricks Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.buildToolBlock.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Twilight Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Canopy Tree Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mangrove Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Darkwood Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Roots
appliedenergistics2:item.ItemFacade:0, Cable Facade - Liveroots
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mazestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mazestone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Mazestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Decorative Mazestone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Mazestone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Mazestone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mazestone Mosaic
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mazestone Border
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hedge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uncrafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nagastone Head
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nagastone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Timewood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Transwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Minewood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sortingwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Timewood Clock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Heart of Transformation
appliedenergistics2:item.ItemFacade:0, Cable Facade - Minewood Core
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sortingwood Engine
appliedenergistics2:item.ItemFacade:0, Cable Facade - Towerwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Encased Towerwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Towerwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Towerwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Infested Towerwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reappearing Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vanishing Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Locked Vanishing Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Unlocked Vanishing Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carminite Builder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carminite Reactor
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stronghold Shield
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aurora Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Underbrick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Underbrick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Underbrick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Weathered Deadrock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Deadrock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deadrock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Darkwood Leaves
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aurora Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aurora Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Trollsteinn
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluffy Cloud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Giant Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Giant Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Giant Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Huge Stalk
appliedenergistics2:item.ItemFacade:0, Cable Facade - Huge Mushgloom
appliedenergistics2:item.ItemFacade:0, Cable Facade - Castle Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Worn Castle Brick
